	nTconv_1	mTconv_1	nTreg_1	eTreg_1	nTconv_2	mTconv_2	nTreg_2	eTreg_2	nTconv_3	mTconv_3	nTreg_3	eTreg_3
DGKG	0.283552882953317	0	0	0	0.669358321093978	0	0	0	0	0	0.32578247655023	0
DGKH	30.9997041336189	71.664643253931	81.5048438848355	104.142963660378	26.5330928556747	74.8209226171147	94.0589534650906	127.455010670592	33.1085251010611	91.7620537469627	82.0464498206602	93.5226034824007
DGKI	0	0	0	0	0	0	0	0	0	0	0	0.097297012334161
DGKK	0	0	0	0	0.305862595321454	0	0	0	0.134603953525055	0	0	0
DGKQ	126.349600534704	58.0436278697903	65.9449826617194	42.6249552397412	80.5253069619326	90.2237949576912	108.722958231712	82.4553623411477	89.4711076956526	164.666634016097	76.4046763763056	161.953035794044
DGKZ	2304.52022834164	1230.43000317857	1928.88077087548	1361.44531600213	1725.5430268074	1683.22566853596	3164.42141872388	1937.64163098803	1563.3936902068	1756.99555495014	530.218797648249	1846.49121283744
DGLUCY	406.558593327461	322.43183233315	299.609745085794	355.485210217654	295.389723015817	342.837637535697	629.261210225857	519.765670986098	243.975311652213	414.140473677654	394.437786962864	508.756605101299
DGUOK	479.356227587688	384.641193779886	458.796039876671	453.293323755369	349.159467399659	291.656128884895	541.442565829633	399.855791177114	314.900910971106	451.216933572199	402.860237793557	431.543117844241
DHCR24	22.0231879763565	11.1333517029062	3.92916531098541	2.41285239986613	13.3255319447673	9.66415057705503	7.94133057541656	3.85153289436308	8.40592342267198	17.98677336508	4.36493543678499	6.05947999369807
DHCR7	44.5777988621947	36.444035677296	38.6857672665752	53.5559147971261	44.8565472045855	90.7754719846342	112.582864031006	88.1481989806338	34.4015362871208	143.914401131354	52.3532194575036	53.3095694779907
DHDDS	152.938968140177	146.955349071388	89.0532581339152	145.06870970985	89.8134286060304	113.06521884832	206.546959577387	174.928845817774	133.064813401477	204.072419315561	83.9740557474814	201.945893332084
DHDH	12.8090356099778	1.57685294673751	10.3621380306547	4.65461671302975	21.4277265657543	5.17466647855953	19.7780204911721	4.32156191507413	13.7077020746175	4.86641968880593	10.8779894985893	2.42324074950258
DHFR	138.230391480333	134.393124713778	131.18372169723	135.538400994654	80.5032566223917	52.4662004031213	103.741315524674	75.5082286509753	121.755361183811	146.629166994812	142.081614352924	125.161123488764
DHFR2	12.0736203274374	10.7431554013937	12.8648248051677	9.23081564034466	17.6312127899366	13.3664093985929	27.1504530422163	13.9547504569855	14.5564173915801	14.805921039452	12.9076872867496	17.8165962736372
DHH	3.24205528893206	3.66746999302323	2.8506603276639	3.32215129358857	5.5189217818624	5.26629752094839	5.85503412522892	7.07500434472913	4.39439844523829	10.5462834632714	4.53695169079185	6.42520511491469
DHODH	45.7263996833077	33.8520462174233	40.1991559759267	42.3043687731627	72.035213552488	30.8553753613024	108.41642954202	67.126385684879	44.1395901698458	35.953227099833	26.8948343012543	56.3061779014331
DHPS	609.311513011859	367.655672034664	675.847056759904	294.613073179782	599.009718092104	557.544127965002	713.163945358876	1029.43798924901	300.042429221321	913.201821698046	466.346415834239	307.323477054836
DHRS1	93.6383194755682	72.9497461718672	52.7505582656486	69.4233235967696	87.0758720827661	88.6055120929633	123.816160940046	119.99518009175	48.7197140284583	93.977236066349	42.7514650819059	89.9229716394394
DHRS11	33.025767687785	21.5393136215246	35.8386130814659	30.5376807636322	23.7443087912497	21.9997107487732	43.6798130436054	39.8029076403877	22.6999472323491	37.3083962196974	15.2145587050593	30.9073401545518
DHRS12	129.34556671363	118.495246116008	94.8027438678167	96.5243035418576	127.536776834951	131.087668403749	215.859711906099	160.865458040979	106.383870116153	164.901746107079	112.824361505121	124.695694006455
DHRS13	108.378358993989	59.7571166073289	59.0836059225134	50.0006608451573	92.4481522374171	78.0391100368029	115.116912442718	71.5354193882543	64.7079155431837	116.036316356034	71.0599308796445	72.0248220654593
DHRS2	0	0	0.612887033000153	0	0	0	1.55115807545547	0	0	0.706719905362189	0	0
DHRS3	594.810851903502	169.023545521988	266.41397571792	67.6805131250124	534.196720598622	271.083422040206	487.211752708942	74.4019662348219	458.79216338952	528.312523249716	279.27010506842	115.705711735122
DHRS4	189.868788761026	142.949954747914	138.00272515031	116.500481708144	115.885207407253	118.863739446915	161.146349829893	101.844513688984	120.073279139587	138.704221263339	86.7481014034612	109.444598838319
DHRS4L2	190.324380761158	141.779300394331	140.385825834782	117.713641249593	104.585876697874	61.5664637638909	104.255181774779	94.8568127300855	151.120970974695	171.944052954678	117.977389705971	150.554126031589
DHRS7	394.904791807386	453.890832701339	543.100727212905	425.555579809591	243.664366245537	319.528764235318	470.426431272144	369.648500601222	287.714642010257	528.065538274866	549.474042070945	338.241850891199
DHRS7B	21.9235211770187	13.8964795087695	10.6651530723151	3.94116375755461	17.8819924693099	9.98364913094576	11.0289400722641	9.6646000342347	21.6073931145772	20.1999922441818	16.516360221512	15.9786988859216
DHRS7C	0	0	0	0	0	0	0	0	0	0	0	0
DHRS9	1.87065922972943	0.73558182315832	0	0	0.595170262825615	0.997756504485905	3.08037434828598	2.10534995500031	1.15988413702476	2.41466258131264	0.761882612495615	0
DHRSX	86.3348453399219	96.279462067649	95.7414247736939	80.7653147756913	32.5509808488767	58.8079945948377	112.956544353628	68.0393043387463	50.9020273624671	93.564333798731	56.9140208534667	73.6039643507182
DHTKD1	43.7950473346756	37.5431651322457	35.9203860897792	33.9755727384151	49.9558771281907	28.4831868347189	71.2856996479067	52.7481827851055	34.7327087502763	58.7792218936703	42.7686626199535	41.2714388418541
DHX15	455.781745172902	557.957236771914	598.285058799249	436.746112163994	568.472161646359	658.7712867307	1032.04505581136	773.434929517221	630.604528880061	958.176648404238	741.98118820749	748.766328221999
DHX16	318.72549388904	179.831331855881	179.734021041022	153.320841605567	317.028825441571	226.182530582899	463.655527134175	267.414551768417	212.651980832275	331.604190971738	193.618783551354	258.725882825092
DHX29	97.7556436148799	165.522021584006	107.692067289315	85.7346200775343	67.5199085098065	77.5621311330986	126.880830682742	104.615257256623	79.7266881676256	155.984380142669	93.6236730275443	102.462136097137
DHX30	389.179609772245	223.184365130656	316.183181082645	182.553850595328	307.253149152041	226.545743799529	455.224766990093	279.916228216947	307.495618382945	437.950810926614	269.738765567859	304.807570822676
DHX32	67.0565530282988	32.0646109665651	75.0163720352363	24.408081750351	73.538577881863	33.0716465767631	88.306511382895	36.870231802786	68.0872693138883	44.8224294787401	84.8699831039512	24.2564024821106
DHX33	53.2631351679154	36.8164734711106	42.3904063094157	33.7979994677463	41.9257325068483	36.9980165748847	56.0192866951537	46.0365555177672	34.7049092948747	63.6203145205511	42.5467193481804	50.7832052343755
DHX34	90.0275757507589	33.7993924602624	50.649801915308	21.2633382890648	58.4514831225205	30.0961335189701	82.8006027203785	32.2281290807496	61.0738798754136	54.7145974233325	41.3198390135251	33.4216502098169
DHX35	123.835591663567	40.7127751437941	49.1743927185015	33.4424724181657	121.188606010581	88.7037566377696	113.479536607816	63.6555575957544	77.8836422289773	103.367369460877	99.1644377591237	63.6112253762925
DHX36	196.569551705494	246.603255351027	313.774549910774	202.870368569151	270.734008776792	259.823980393358	462.125706838053	331.037022710435	348.895634851188	385.788119242736	418.45251901432	319.48331835974
DHX37	93.9148777443507	56.3875488533906	78.8690901240672	57.551127269012	93.9515509131153	76.9578654173011	149.868223887842	105.975497187597	77.7905224661289	124.039022229245	76.8151999004072	109.918445319006
DHX38	270.777323411898	207.328842973544	224.191254004792	142.869090820549	219.832903658984	227.391919164744	441.313007578814	287.748086442171	224.212160955871	311.970209805012	250.90005307828	274.461893044838
DHX40	194.627462236953	258.324535830286	392.841870233827	280.387755974379	333.209017698799	315.240231449794	713.255349840068	436.290560782005	279.149278335136	481.969771650536	378.457217418707	385.374233232376
DHX57	44.0192105231381	59.475271200757	65.2413908332021	69.3120993829803	54.3103812718917	106.533103687416	127.027227545379	67.1549077453464	64.4689187457026	86.1181117054877	61.0659847584701	84.6139302876233
DHX58	280.494339497426	97.4585157154137	122.052949808042	86.4387174933846	285.526497948266	109.237765669711	288.251141844515	129.590531257609	202.978377939797	165.26435004204	172.712667441531	124.835843571151
DHX8	508.459333055261	508.125806078638	466.978333632526	484.006724879965	361.408731544944	563.929351102708	766.872383379611	882.23982751179	414.744898445296	980.01073688575	447.836377623508	853.218731183182
DHX9	608.728185419361	701.388438351902	778.231456658741	573.127173478349	690.895088649542	807.572259166456	1343.34868093615	948.011628043376	732.569594236903	1358.73887831833	881.147753441856	926.476865929056
DIABLO	172.884407267618	163.758409785736	194.461639413722	187.492781413084	238.168207489423	249.891264474804	576.568555548904	373.818136898375	178.947945406827	348.578988765745	221.906199480775	292.475638970631
DIAPH1	659.801012652018	557.085422760402	599.145672556348	619.210262077013	571.074677013097	723.004386938844	1044.1746051071	986.972124485154	473.24654350633	1050.11692718374	586.184082543564	987.662015815459
DIAPH2	28.4709962485703	71.695622468834	43.7650250031667	77.9361863580706	35.7199100192806	53.6988076726147	84.9909093552413	76.4595253414567	26.3924608399284	88.4210294974533	55.6752871949045	79.1011539636781
DIAPH3	0	0.420171964383476	0	2.63354718075978	0.577516252663607	0	0	1.12554893062731	0	0.687902504514597	0	0.77309912041581
DICER1	192.401355298541	222.072854897919	321.082382865518	165.94637807896	249.644438936816	221.802921381619	362.254920044044	228.129233551621	267.295194218016	317.281078580504	315.938434102947	252.309513377904
DIDO1	567.150250104136	370.821082399122	351.055607791801	295.845671729293	414.119759100495	325.225796563651	537.277667660759	395.332217204186	418.299031710655	466.195769131204	341.597395892789	425.273204168824
DIMT1	133.883548497797	117.903455845967	191.169515795045	124.610047091541	144.350718862621	127.341896601884	279.344936584069	153.937353829931	150.942882466184	196.206943423041	182.854146571815	153.572444205251
DIO1	0	0	0	0	0	0	0	0	0	0	0	0
DIO2	0	0	0	0	0.759457313618276	0.374499028251982	0.194889428222383	0	0	0.191824162561902	0.351921099441376	0.202164962069134
DIO3	0	0	0	0	0	0	0	0	0	0	0	0
DIP2A	280.358925315703	186.831259994005	223.923056290145	169.208260175638	269.019861061495	213.227855827821	389.120418532841	285.560307909686	236.770195707436	289.752446643473	233.441230985581	300.227781699209
DIP2B	174.183185810328	170.363821985339	229.843189088884	154.754290603912	235.982699420116	145.592936364124	398.670578277147	250.896033242871	242.063767257216	284.606954885234	242.792818916448	257.537768989851
DIP2C	29.8109552595809	11.1084810655897	15.1089113755072	17.4563202309762	52.4518158538145	30.703676573958	57.1979724945711	37.0495006638843	24.7058172172789	35.3919994372987	12.7971346045528	21.7865760452144
DIPK1A	96.0986556523568	91.6821029433452	78.6860495110218	55.4047464460464	93.5301644594672	107.978208587952	91.9690066132693	68.7336011332322	104.39973306122	119.959625835693	90.9048066380274	64.2277159932158
DIPK1B	0	0.399959117476688	0	0	0	0	0.536950444607848	0.580811256193461	0	0	1.80057099336427	0.552695874815459
DIPK1C	0	0	0	0	0	0	0	0	0	0	0	0
DIPK2A	47.9070674399944	72.5158080915655	57.9705499014866	75.6325232800859	31.874907821583	49.1901637450064	48.3585643316433	68.6352629539637	36.1450594276315	92.1253692643079	63.3083884004623	84.0691629636113
DIPK2B	0.569312553772327	1.96184604912725	0.946137006499548	1.80047401439622	2.06268561728504	2.66808183486988	5.29950339892489	3.01380151176522	1.05055581477274	2.4600457245333	2.58823458535729	0.99946840424445
DIRAS1	0.260646166803574	0	0	0	0	0	3.78488873262876	0	0	0	0	0
DIRAS2	98.2954290889054	137.008283135782	76.4946216513275	206.84591869118	259.166656533758	190.231178497341	278.58820044686	277.889548805361	107.694893928494	209.188235452856	138.500909131552	265.721542373057
DIRAS3	0	0	0	0.828995110629651	0	0	0	0	0	0	1.08957592660669	2.96628106244857
DIS3	185.234547148261	274.503158109027	294.721860598508	241.955389449661	211.459871105832	248.713119859908	363.345142693082	294.022815658975	210.397467433195	379.192804729977	298.290663896143	289.964416601817
DIS3L	157.594683992757	154.456889602932	172.27170700151	133.216440433336	159.61631146401	131.604672862745	278.315234442691	182.90346502123	192.773463330766	255.702491584271	206.561540327456	206.434822484463
DIS3L2	310.11669827824	201.178268916128	240.763081170408	192.033593073808	381.0593278251	273.779966305429	553.345173069851	366.678058293872	291.911481111207	406.196130737464	285.626306956113	312.485042128342
DISC1	47.3123574679783	55.6470583518145	47.5046256130622	43.8330606390941	103.591009684547	75.7568382521087	158.243046222719	71.5461971463426	51.1606632506675	82.7634224386963	57.3567629381529	55.0557172222511
DISP1	8.63705798171155	6.68430011586339	22.4655973228699	7.14215626344643	18.7162818347579	8.13975927841399	40.8950818348173	13.3721842697875	25.0167803924121	19.1499865478668	13.2098857360782	10.1260764399167
DISP2	8.77131069613734	7.02722039012605	8.08578607250312	11.7567120760314	16.5765574143729	9.87508516940672	25.1999830470571	17.5839832274879	7.42848372765431	13.2120160294224	10.6428542947785	16.1929616477314
DISP3	2.66314127216513	1.35131553570418	0.851870591488698	0.192214566102908	2.41735433797656	1.19131279569488	3.06157084059063	0.948531344656064	1.66433114785345	0.795246025035944	0.74773015248614	0.692173824096998
DIXDC1	7.49632932783878	5.27661113557514	5.41085449730413	5.33520533700224	8.69621428198304	4.91584912029334	13.1721197594184	12.0024340308946	14.10274598322	7.43258343086421	7.23650533704676	11.9014874272413
DKC1	327.234519458965	245.235806625589	319.855887599308	149.837230738206	274.285298391026	244.141164461889	460.806099778449	258.035234381872	291.374336556668	377.578132056267	314.104459216607	254.98921527072
DKK1	0	0	0	0	0	0	0	0	0	0	0	0
DKK2	0	0	0	0	0	0	0	0	0	0	0	0
DKK3	1.0957411538739	2.60800265968878	3.79715238657403	1.75248861619667	0.243180555349341	4.91162219308116	1.24804343045577	4.2210079138302	0.213562258762982	0.572665690500457	5.21013874163964	9.53109496081648
DKK4	2.50451064967914	2.61810362905504	1.33890264032359	0	0	4.72268779047397	5.05281240795239	9.10459977803425	1.43874800824093	7.7440193213628	2.88757188753602	7.08610957198184
DKKL1	0	0	0	0	0	0	0	0	0	0	0	0
DLAT	48.5068233421595	64.6181263035362	80.2499333303914	54.3340210662243	50.6710877908533	36.3309099809705	88.7073333608285	60.5125825261109	47.4081854512921	75.2811336604951	69.7906136017261	82.7089847480643
DLC1	1.24092456609057	0	0.265457153852939	0	0.323035756957649	0	0.66361150272893	0	0.284818226660308	0.29535939957838	0.572106809393837	0
DLD	321.561371158762	434.572423359481	362.693082985896	366.277780581472	218.240951575308	419.222371959509	363.101878877744	373.575947556463	292.560655414566	603.884114297804	456.405247659599	470.804594918073
DLEC1	12.1847856530226	7.08640814366962	11.2477607919248	8.39025638789757	16.7280075268425	12.0521711729581	31.7427239519849	10.8504990921842	11.5466636432631	28.0320237646069	21.7172717635931	21.0227487064311
DLEU7	0	0	0	0	0	0	0	0	0	0	0	0
DLG1	397.147481917771	491.383013027086	404.157845470136	333.398609257358	390.159635186963	417.095731769188	693.723074912107	625.389561542638	401.628715313944	928.778689541831	760.65104192331	725.404037746824
DLG2	5.93743373120539	2.55152013336209	13.0455464821565	7.16695547458283	22.3689360355493	7.14187672242077	20.3800610109516	10.43535155016	15.4954762648495	9.43112844637484	12.1199112925471	6.44340850933346
DLG3	21.1023250819446	46.1029512816071	26.5646552123212	34.5675608452155	21.0399050565241	54.5803530907841	57.164527987518	67.8704852940841	18.2418829865928	80.5429954935835	31.8854413094329	64.9501910114722
DLG4	94.9083323448708	20.9695687716657	21.5855666370665	20.1677971542696	57.5873897350529	27.2699494801839	82.0356334830822	32.6830107424368	46.7068521159427	28.8292595848305	23.013923215176	28.1131845283563
DLG5	1.00648884463918	4.60035887222579	0.235876849895909	2.78025792416044	1.88687537503449	6.29449966616933	3.49985539356238	7.14169172290095	1.04732158088943	6.45468474956182	1.9343704961542	8.55486270546115
DLGAP1	0	1.40339115962917	0.435638212402422	5.20649428787537	0	2.47361797280819	2.27347801596787	4.39093486948015	0	2.82886941663642	0.619785782970882	4.80655090981056
DLGAP2	0	0	0.0923358175282825	0	0	0	0	0	0.324330095517975	0	0	3.52434986058074
DLGAP3	2.45562578163676	1.52329381111294	1.61911665999155	1.63283531763496	1.4400812287456	1.23830479762431	2.58779335374979	2.54309001788574	0.594949474580744	0.568383018738925	1.49390711080517	2.7200773181943
DLGAP4	141.405107476381	76.9639870246674	140.145921359104	83.865770386269	119.958835905813	94.3669399346703	242.510217495806	187.476017523103	90.7022197580844	158.848024854009	101.131558171762	158.924277053482
DLGAP5	0	4.58528377539623	0.34514422925406	5.15611830528008	0	2.04163945721763	0.437877493796779	3.65763074493923	0	0	0	0
DLK1	0	0	0	0	0	0	0	0	0	0	0	0
DLK2	6.22638098449707	6.02892609805079	5.25949121651576	4.30411071787209	4.75315333134282	7.82798348020516	5.51074084885169	8.62342074114295	3.10878112912565	7.03902566215679	4.21173122528893	8.44312160057429
DLL1	22.3381391919252	14.0571241911205	12.0679096696051	2.60381790630206	20.1405122353133	9.4316695803852	19.7030296863899	2.12835905039292	15.07038950162	6.72922377565337	7.14585806430738	1.37955911751076
DLL3	0.409662421102771	0	0.542864040399697	0	0	0	0	0.862592905161911	0	0	0	0
DLL4	0.250257487084959	0.262167060203859	0	0.304340418989464	1.01120727662408	0	1.38574761006554	1.50198163109721	0	0	0	0
DLST	715.122113009211	570.170486818546	736.872144740446	538.233020753852	687.602718793297	709.573405554767	1728.91226892187	1002.69439181548	646.860003370004	1053.69600209593	673.730648369509	1041.83472449081
DLX1	0	0	0.468891089731461	0	2.02921512525609	0	0.594805371217996	0	0	0	0	0
DLX2	0	0	0	0	0	0	0	0	0	0	0	0
DLX3	0	0	0	0	0	0	0	0	0	0	0	0
DLX4	2.76329846880634	2.4225309727184	0	0	3.70014657929624	0.880041203515328	5.82840457662125	1.71024230692168	4.04861584462726	4.88701604561601	1.62032894130136	1.32822851082439
DLX5	0	0	0	0	0	0	0	0	0	0	0	0
DLX6	0	0	0	0	0	0	0	0	0	0.508188419949149	0	0.585910309864181
DMAC1	135.960471414411	83.3401312176399	146.42284854432	79.2735818408331	93.1633371403372	80.8977145232722	158.866621485948	90.5932787609033	101.59982126795	91.1588427237138	120.123342033863	83.7217982378194
DMAC2	201.310648309649	149.81740310963	178.904208080541	166.222188651649	106.760213625537	117.822940554396	221.730069839624	156.620067222131	119.157280540855	191.440395639714	125.640073129383	152.364260408076
DMAC2L	107.379290634863	98.7029093270054	123.736641625209	115.57104896522	168.05996005781	163.122516122492	236.427348411064	130.893647298058	141.743468737482	138.141583613486	127.275923793972	161.122666195548
DMAP1	364.665229304557	195.1711591666	206.380837600231	206.730814947697	290.457453608609	223.185714820369	419.914274417031	234.423488591671	295.746291662156	330.064563884742	238.527287906358	265.769279401162
DMBT1	0	0	0	0	0	0	0	0	0	0	0	0
DMBX1	3.17185104338017	2.6551805133703	5.13030761600124	5.36317269285687	7.02687993197506	1.95298323040156	14.8262900680234	8.57112734252337	0.978692259585195	5.85143419395824	2.53318815786917	7.52776212415936
DMC1	20.852416035049	32.3382534260922	20.9981657099138	35.7277470217154	45.1565795115314	31.3795815630831	67.7791999981335	50.7425714088622	26.8201275122672	34.4521308812387	27.7663601598883	46.8460386730539
DMD	12.62854359191	13.492189846111	11.5933488366921	10.2106657254555	25.3047309501609	23.1992505061793	32.0222816886009	101.432308758543	12.9491059740393	25.8259207093551	13.1479929921956	21.8888883674626
DMGDH	0	0	0	1.20169466265154	0	0	3.45670712101563	3.91527766095156	0	0	3.92493187865649	3.88157948291672
DMKN	0	2.3466646207288	8.74535140210763	12.8073945977536	6.5835633509175	5.98500960195993	12.2486075389422	7.72061509877137	0	71.4105866969384	4.51413404227116	3.46275313255708
DMP1	0	0	0	0	0	0	0	0	0	0	0	0
DMPK	84.345019565445	88.47802310113	70.3296025477731	68.6290043677556	60.0430659832206	102.66829724547	174.446995241073	158.160400299979	62.0490574762124	120.467221270321	86.7066454249353	134.340300694615
DMRT1	0	0	0	0	0	0	0	0	0	0	0	0
DMRT2	0	0	0	0	0	0	0	0	0	0	0	0
DMRT3	0	0	0	0	0	0	0	0	0	0	0	0
DMRTA1	0	0	0	0	0	0	0	0	0	0	0	0
DMRTA2	0	0	0.373748139081975	0.446245177843679	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1	0	0	0	2.60842536480873	0	0	0	0	0	0	0	0
DMRTC1B	28.632685401607	9.24525581996179	11.4587063053648	2.97899903382126	19.7710230761298	10.3405765790771	72.4391740403583	19.4843607864752	29.0309787539227	20.7427714745125	25.3568859611056	19.2564612220112
DMRTC2	0	0	0	0	0	0	0	0	0	0	0	0
DMTF1	441.688797801625	495.293942561454	647.366549835443	421.478285092172	495.771977515575	506.843144466976	923.598608937925	590.006837621806	535.858535280677	892.643850804406	672.152419164843	541.603535684069
DMTN	87.3258092383481	43.189901528692	21.0884599760812	36.3962090134244	107.025212682745	117.705351304932	151.870639886104	171.045670985602	104.005661292282	219.992968273847	55.661645654029	113.31539758549
DMWD	86.0992868667494	74.2177450725611	81.6620100534594	102.785078635926	93.854041701345	86.8900351126568	157.012558860551	165.192967222235	39.7907888138641	143.939359224635	74.5688110891704	152.47628934814
DMXL1	164.255556988144	159.82416948297	173.8673014393	129.029460078936	132.765643916778	145.222672666518	217.46355131736	164.185902724276	134.095692735543	232.920733495368	181.517878450589	152.988653408968
DMXL2	14.7715798081501	7.93587130611929	7.75451107803762	2.28436469253401	12.9233279126668	9.11922991090447	13.5371205299546	2.624694309596	13.5242948404428	13.5525082006416	9.6859027569537	1.52321503800773
DNA2	21.9607913720838	42.8164165501482	16.2638413902075	32.2051506032912	60.2510759035391	38.611711164746	70.0585606757268	52.5225677915697	20.0013436091008	44.2819431249832	18.0284867086326	64.522249880486
DNAAF1	0	0	2.96944754978091	6.33053218129792	2.85315766081828	1.43886114920653	8.3831210896695	13.6207374524127	0	0	0	9.43100681948663
DNAAF2	22.5365694271468	31.6277713119099	30.2862258169915	35.4616559530577	31.2955282808819	25.7777433330789	61.1018932085256	36.3442399822641	28.6509562726337	48.2283394997995	44.2102311746803	39.5265819947542
DNAAF3	0	0	0	0	0	0	0	0	0	0	0	0
DNAAF4	20.6685557618178	35.6153853113375	26.9072475023741	38.1937134091422	36.3268181380845	30.9912252724596	70.1042563508524	43.3218988359697	22.9168278524664	44.1384802096977	36.1229535142192	56.7464000000003
DNAAF5	61.2307233992134	38.1822532458857	48.9982645320747	28.633179104389	48.0431819046362	51.3740985471223	95.6907355190722	53.6341393171761	45.2962213779937	60.0105756785459	38.2010966546574	44.4397453099221
DNAAF6	10.7023662253489	6.95389564273942	14.1771761824121	11.3523062610722	17.1169538781599	7.86292495803466	14.2847569249618	13.8685372555664	8.27186162395973	10.3440754688693	7.16078712140041	9.53599688111516
DNAH1	245.239599918561	124.937995621022	129.86254948666	92.1861207924075	250.152137700848	188.048647068674	291.940279754439	194.609014360572	242.861940659129	308.230659887552	174.813035564295	233.211187058055
DNAH10	0.188338374923571	0.560145656508629	4.95275921993208	0.310196937163104	0.402461629525051	0.312624545024801	0.304703488876189	0.761462790204374	0.213328571343667	1.12215224368235	0.0710381963796877	0.364425501777999
DNAH11	0.37346335699008	0.384534959070752	0.194025046997966	0.286382084307302	0.0788162253293176	0.1538416629689	0.242357780400251	0.180793346617339	0.279574280970894	0.451854814470539	0.56234825393604	0.60523887815934
DNAH12	0.198262467723093	0.303454499784104	0.622928358987066	0.223151540635975	0.383777229664871	0.244472696733012	3.91489818073749	0.897407900039493	0.883076715098543	0.831286355090681	0.637494240152413	0.130659726110778
DNAH14	4.44218654248779	3.69192611971779	3.18935813658823	5.47749060409938	6.03174673464246	3.62861112752685	9.32281062961549	6.57725095946179	4.05435520764562	3.41571404503044	4.11620978401198	5.09312135716501
DNAH17	30.0646713381747	4.75326965902523	2.92528790621415	1.92514009546249	0.156086866111378	0.377162916773375	0.962891912919238	0.43492153733272	0.344623511011232	0.668044084992663	0.624230779435952	0.228532408800301
DNAH2	8.31121478392854	6.59640204766323	7.56564538638099	11.2761301652233	17.093581205173	9.49024991755438	16.9834936003024	15.2266943138839	6.77843075959924	15.072711724018	12.0760335573264	9.8460040897553
DNAH3	0	0	0	0	0.0890857759877624	0	0	0	0	0	0	0
DNAH5	0	0	0	0.0661670746764711	0	0	0	0	0	0	0	0
DNAH6	5.39729981699057	3.69656209377898	4.78296649995668	3.50766560584875	8.7302600749268	4.16346447995934	5.80890512904611	4.31683778262257	7.23190587052709	4.33478858250674	2.889891460404	3.15211791989291
DNAH7	0.074579105706682	0	0	0	0.371859055489352	0	0	0.101218747836553	0	0.634573357994845	0	0
DNAH8	0	0.478443431289069	9.31990387015222	6.92064256263868	0.0832726607739103	0.246506327717797	8.81042817585821	3.17331410413076	0	0.235863205722023	11.8292493972622	6.10227149011326
DNAH9	0	0	0	0	0	0	0	0	0	0	0	0
DNAI1	0	0	0	1.23238347963488	0	0	0	0	0	0	0	0
DNAI2	1.36534352406222	6.13944771966956	4.90813357007642	8.57447200898083	8.69358678825271	21.5633288338602	39.3389996564388	28.5575136190345	2.65015554747611	30.2264384203127	15.0613851487113	21.4762025008935
DNAI3	0	0.704035383193705	0.350114963002278	0	0.858288858834579	2.04355544012892	0.439663301790193	0	6.7691393478073	1.21621289301716	0	0
DNAI4	9.76151318822386	12.4219234202575	10.1076764061421	7.3565395706586	14.0398581896056	7.84743742950177	28.3295852936321	11.1095641342608	10.4851432147761	19.5816139741713	16.748726243617	15.4311840443044
DNAJA1	357.149077601503	744.081090756878	673.862180640068	607.749908018788	594.057536403979	952.885840180054	1222.00751856556	1050.52282938503	474.055139367145	1318.76269385003	660.452054228302	817.412994530305
DNAJA2	450.982910738857	452.395060213888	641.309622000137	347.14829943103	594.501677296795	499.255154653277	968.974427468569	644.53404182795	572.267539974676	866.476410082609	630.667420432088	622.971042780857
DNAJA3	297.352004908651	142.8840584672	205.977930781929	128.270222055536	286.391870736275	155.189472912652	350.219637774668	156.730911500629	217.863406580417	153.196439890622	192.463687355014	137.00097929887
DNAJA4	333.834286369299	194.734406777339	291.716297561338	159.791119575037	241.020961580943	152.433003760848	398.934063741823	148.788155817179	237.763900046838	233.376304351182	257.053910552176	170.34548095879
DNAJB1	1988.2881208266	1789.61119164351	2375.76612272811	1829.81005840063	4135.10481085385	2893.91414394483	5964.34546780164	3447.26135111036	3170.34574323413	4888.13453452815	3685.80177770079	3090.93065049293
DNAJB11	103.675694052196	253.2519511861	250.85188432185	256.557112026495	208.832300096267	286.42737790626	511.858673646627	496.030814126944	137.3636804297	383.090378646712	213.006509305474	343.885853889332
DNAJB12	93.6454560468531	73.8237527264055	90.9881717223483	101.942616842265	86.2609282839013	108.557331229756	205.742374290708	160.032388747817	66.2855673534651	152.863696060928	75.7401953874998	116.555069733067
DNAJB13	4.93670060228609	0.556938653275712	1.70728061169544	0.626027050705089	1.38270569571907	1.94223523854395	6.2092806549812	2.2357200567453	0	3.0328958993558	1.78676595836586	2.17298986820456
DNAJB14	248.202619141809	436.115962742024	397.896285397066	455.243569122946	307.709045073997	454.158589239439	618.577600774319	469.017427072979	348.871013544689	589.166824797639	481.476519606462	463.550921661291
DNAJB2	416.927115135865	217.21836828992	368.190747797589	196.365828313982	347.475819219427	279.651151396278	612.641338647272	325.120981891722	273.380255709516	343.591639603845	300.826345339386	289.426583488904
DNAJB4	28.0767426269508	49.2173659313917	62.8536189904532	122.682078000012	73.6743574843395	62.6615656457642	150.205295146599	205.122096945629	43.7613717554339	71.5041202482103	61.6902768482021	127.059413930124
DNAJB5	7.84719569329185	5.29549318522201	5.87059189207514	5.01013549069196	8.93051631276647	2.15490934169667	9.14466315133136	7.69083445142191	5.30354532883554	5.67693838021608	2.29743985109763	4.05166390609163
